channel_name,channelId,channel_url,platform,follower,categories,is_general_game,is_virtual,peak_max,peak_p95,peak_median,peak_recent_median,avg_median,avg_recent_median,stream_hours,ts_weeks,band,final_include,cohort_role,is_overlap
아루다루송송,a4fd197e164bec9a925c53ac4f831d07,https://chzzk.naver.com/live/a4fd197e164bec9a925c53ac4f831d07,naverchzzk,238.0,종합 게임,True,unknown,28.0,18.0,13.0,17.0,8.0,10.0,1487.2,90.0,21-30,True,peer_T1,False
티아스 Tias,9becba80e75bd5a7ba73ef7de32d578e,https://chzzk.naver.com/live/9becba80e75bd5a7ba73ef7de32d578e,naverchzzk,253.0,종합 게임,True,unknown,51.0,34.0,19.0,17.0,13.0,12.0,1091.5,120.0,41-50,True,peer_T1,False
안로그,dba054a105477139d4e3a291dfe6fa57,https://chzzk.naver.com/live/dba054a105477139d4e3a291dfe6fa57,naverchzzk,284.0,종합 게임,True,unknown,23.0,22.0,17.0,17.0,11.0,12.0,367.6,133.0,31-40,True,peer_T1,False
세 라 핌,5115e44952e6827c6408dd979bf7ec58,https://chzzk.naver.com/live/5115e44952e6827c6408dd979bf7ec58,naverchzzk,1491.0,갓 오브 워,True,unknown,58.0,27.0,20.0,17.0,11.0,11.0,263.2,135.0,31-40,True,peer_T1,False
무스타디오,746cf36edf555daaffba15eb3d64e4d5,https://chzzk.naver.com/live/746cf36edf555daaffba15eb3d64e4d5,naverchzzk,237.0,종합 게임,True,unknown,44.0,24.0,19.0,17.0,12.0,13.0,275.0,62.0,41-50,True,peer_T1,False
밍쑨,3ea47d1b635b154d30f20ce0e6ce6b13,https://chzzk.naver.com/live/3ea47d1b635b154d30f20ce0e6ce6b13,naverchzzk,1205.0,talk,True,unknown,97.0,67.0,21.0,17.0,11.0,11.0,318.3,128.0,21-30,True,peer_T1,True
나 빵,d8c10a2e77e76677b093582ef6373e5b,https://chzzk.naver.com/live/d8c10a2e77e76677b093582ef6373e5b,naverchzzk,947.0,마인크래프트,True,unknown,33.0,26.0,18.0,17.0,11.0,12.0,251.3,143.0,16-20,True,peer_T1,False
끼즈,cf8512ab068c4a34747239de0fa478c3,https://chzzk.naver.com/live/cf8512ab068c4a34747239de0fa478c3,naverchzzk,136.0,스타크래프트 II : 공허의 유산,True,unknown,27.0,23.0,15.0,17.0,7.0,11.0,543.1,121.0,10-15,True,peer_T1,False
토봉이,04f9108aa4e96795f731c06b2e6889c1,https://chzzk.naver.com/live/04f9108aa4e96795f731c06b2e6889c1,naverchzzk,523.0,오버워치,True,unknown,40.0,30.0,17.0,17.0,9.0,9.0,261.8,143.0,21-30,True,peer_T1,False
세키오,0cfb40c68e56441c3e0ca58231e3523b,https://chzzk.naver.com/live/0cfb40c68e56441c3e0ca58231e3523b,naverchzzk,1155.0,talk,True,unknown,37.0,22.2,16.0,17.0,11.0,12.0,135.1,109.0,21-30,True,peer_T1,True
마무 Mamuu,a9e9faf32d32f089b07eb6213e9f4254,https://chzzk.naver.com/live/a9e9faf32d32f089b07eb6213e9f4254,naverchzzk,432.0,블랙 메사,True,unknown,33.0,24.0,18.0,17.0,12.0,10.0,64.4,91.0,21-30,True,peer_T1,True
유자짱,556705a020d1a80a054cba7bde333f68,https://chzzk.naver.com/live/556705a020d1a80a054cba7bde333f68,naverchzzk,365.0,종합 게임,True,unknown,37.0,25.7,17.0,17.0,10.0,10.0,76.1,87.0,21-30,True,peer_T1,False
온하얀 ONHAYAN,3793eb7c46b59693dea0b835956a8513,https://chzzk.naver.com/live/3793eb7c46b59693dea0b835956a8513,naverchzzk,295.0,종합 게임,True,unknown,38.0,26.2,17.0,16.0,10.0,9.0,463.4,117.0,21-30,True,peer_T1,False
반달곰탱이방송,4d93eaefb9387f2245e36634890d4c28,https://chzzk.naver.com/live/4d93eaefb9387f2245e36634890d4c28,naverchzzk,772.0,PUBG: 배틀그라운드,True,unknown,99.0,23.7,15.0,16.0,10.0,10.0,406.5,128.0,21-30,True,peer_T1,True
미도미도 마요,f5d97435032b33489dfdfe22d115d47b,https://chzzk.naver.com/live/f5d97435032b33489dfdfe22d115d47b,naverchzzk,509.0,리그 오브 레전드,True,unknown,30.0,25.8,15.0,16.0,8.0,9.0,453.0,123.0,21-30,True,peer_T1,False
도완 M4YD4Y,d19b09a7ae53b27342a3b504878b4bd0,https://chzzk.naver.com/live/d19b09a7ae53b27342a3b504878b4bd0,naverchzzk,872.0,패스 오브 엑자일 2,True,unknown,105.0,53.2,26.0,16.0,11.0,8.0,301.9,140.0,41-50,True,peer_T1,False
마롱 Marong,9c4d6af375e79095271e69b2b9942774,https://chzzk.naver.com/live/9c4d6af375e79095271e69b2b9942774,naverchzzk,1404.0,철권 8,True,unknown,53.0,27.0,16.0,16.0,9.0,8.0,347.1,134.0,21-30,True,peer_T1,False
공공이삼일 00231,f72fcd1b77a7ce5c4b683bea156dd83e,https://chzzk.naver.com/live/f72fcd1b77a7ce5c4b683bea156dd83e,naverchzzk,243.0,바이오하자드,True,unknown,20.0,19.0,13.0,16.0,8.0,8.0,321.2,65.0,21-30,True,peer_T1,False
턱스,bd1dcaadbc663f732577a18d949cd3f8,https://chzzk.naver.com/live/bd1dcaadbc663f732577a18d949cd3f8,naverchzzk,257.0,종합 게임,True,unknown,21.0,18.4,13.0,16.0,9.0,9.0,191.8,113.0,21-30,True,peer_T1,False
아 말 콩,6f1350c4e68bb962130a0bc27d8c4373,https://chzzk.naver.com/live/6f1350c4e68bb962130a0bc27d8c4373,naverchzzk,757.0,스플래툰 3,True,unknown,51.0,23.7,13.0,16.0,8.5,9.0,182.2,88.0,16-20,True,peer_T1,False
힉키연,4224fbb8c98e5d1b29a155731741ec67,https://chzzk.naver.com/live/4224fbb8c98e5d1b29a155731741ec67,naverchzzk,307.0,림월드,True,unknown,21.0,19.0,15.0,16.0,9.0,9.0,103.5,83.0,21-30,True,peer_T1,False
도희린,dc8c3430d8d82ed6c15a8f2750428e34,https://chzzk.naver.com/live/dc8c3430d8d82ed6c15a8f2750428e34,naverchzzk,334.0,리그 오브 레전드,True,unknown,222.0,72.6,10.0,16.0,6.0,7.0,128.8,97.0,16-20,True,peer_T1,False
백야 BY,2626f1dee4cedd89ecc8c4c313e37ecc,https://chzzk.naver.com/live/2626f1dee4cedd89ecc8c4c313e37ecc,naverchzzk,1110.0,마인크래프트,True,unknown,108.0,73.0,26.0,16.0,13.0,11.0,72.0,137.0,16-20,True,peer_T1,True
유기농솜사탕,0e0e77533c3dbd287a869a12c6afcde1,https://chzzk.naver.com/live/0e0e77533c3dbd287a869a12c6afcde1,naverchzzk,378.0,마인크래프트,True,unknown,23.0,22.0,16.0,16.0,10.0,9.0,103.7,97.0,16-20,True,peer_T1,False
딸기주스한잔,78c9480053d17ccd049a5700d3a3062a,https://chzzk.naver.com/live/78c9480053d17ccd049a5700d3a3062a,naverchzzk,1333.0,몬스터 헌터 와일즈,True,unknown,35.0,28.0,16.0,15.0,9.0,9.0,944.6,142.0,21-30,True,peer_T1,True
담익지,5eed8165e379d9201ee3177f1a3b837d,https://chzzk.naver.com/live/5eed8165e379d9201ee3177f1a3b837d,naverchzzk,356.0,철권 8,True,unknown,31.0,21.0,15.0,15.0,8.0,9.0,701.1,135.0,16-20,True,peer_T1,False
장변,3a8b3fda88cec6b17c7923b77491fedc,https://chzzk.naver.com/live/3a8b3fda88cec6b17c7923b77491fedc,naverchzzk,457.0,마인크래프트,True,unknown,148.0,53.0,17.0,15.0,10.0,10.0,452.7,115.0,16-20,True,peer_T1,False
다현띠,eb064c26cd6f84311b664be23f047ccb,https://chzzk.naver.com/live/eb064c26cd6f84311b664be23f047ccb,naverchzzk,858.0,종합 게임,True,unknown,31.0,22.0,14.5,15.0,9.5,10.0,226.7,114.0,41-50,True,peer_T1,False
파 더,2f60d4feecc16304f77abd309ae387ba,https://chzzk.naver.com/live/2f60d4feecc16304f77abd309ae387ba,naverchzzk,434.0,종합 게임,True,unknown,66.0,19.0,13.0,15.0,8.0,8.0,229.1,80.0,16-20,True,peer_T1,False
미 유,c79ccf96180a0798cd5b0f6f7a2c9cbf,https://chzzk.naver.com/live/c79ccf96180a0798cd5b0f6f7a2c9cbf,naverchzzk,577.0,붉은사막,True,unknown,35.0,30.0,18.0,15.0,11.0,10.0,123.0,96.0,21-30,True,peer_T1,False
그냥째원,e63731ca9c7b9f9e7a2964df372d2e79,https://chzzk.naver.com/live/e63731ca9c7b9f9e7a2964df372d2e79,naverchzzk,393.0,그림/아트,True,unknown,29.0,22.0,17.0,15.0,10.0,8.0,128.4,83.0,16-20,True,peer_T1,False
슥싹,0879fb44453b298787ce95e291747c5d,https://chzzk.naver.com/live/0879fb44453b298787ce95e291747c5d,naverchzzk,111.0,명조:워더링 웨이브,True,unknown,29.0,21.6,15.0,15.0,12.0,12.0,66.9,68.0,16-20,True,peer_T1,False
양먕양,58e8be339d0b5d4913ad7042c47f35f1,https://chzzk.naver.com/live/58e8be339d0b5d4913ad7042c47f35f1,naverchzzk,921.0,명조:워더링 웨이브,True,unknown,66.0,26.0,16.0,15.0,10.0,9.0,80.2,125.0,21-30,True,peer_T1,False
기뮨디,6ba619b59a6f25a6116a7f339906727a,https://chzzk.naver.com/live/6ba619b59a6f25a6116a7f339906727a,naverchzzk,173.0,더 바자르,True,unknown,32.0,24.0,13.0,15.0,7.0,9.0,290.7,128.0,10-15,True,peer_T1,False
낙화 NagHwa,e2ad4ff3044d7872279e1cdf09230094,https://chzzk.naver.com/live/e2ad4ff3044d7872279e1cdf09230094,naverchzzk,592.0,이환,True,unknown,29.0,20.8,14.0,14.0,8.0,8.0,761.1,145.0,21-30,True,peer_T1,False
지타에몽,3955111786445de5a92b4cfb685ac111,https://chzzk.naver.com/live/3955111786445de5a92b4cfb685ac111,naverchzzk,1086.0,리그 오브 레전드,True,unknown,19.0,17.0,12.0,14.0,6.0,6.0,1174.3,91.0,16-20,True,peer_T1,False
제우스93,a52c6317359cf411e7ceb90ff27c0840,https://chzzk.naver.com/live/a52c6317359cf411e7ceb90ff27c0840,naverchzzk,189.0,종합 게임,True,unknown,21.0,18.3,12.0,14.0,7.0,8.0,944.9,75.0,21-30,True,peer_T1,False
베릴20,45206d34eae5d9f26897c0022da76275,https://chzzk.naver.com/live/45206d34eae5d9f26897c0022da76275,naverchzzk,379.0,이스케이프 프롬 타르코프,True,unknown,33.0,27.0,16.0,14.0,9.0,8.0,547.6,133.0,31-40,True,peer_T1,False
져미님,2e8bf74c2f666827d87cd5603ed46e3e,https://chzzk.naver.com/live/2e8bf74c2f666827d87cd5603ed46e3e,naverchzzk,578.0,talk,True,unknown,34.0,23.0,12.0,14.0,7.0,9.0,194.5,91.0,21-30,True,peer_T1,False
지롤썬다,243ce418ca3da7b43b04da7b635ed461,https://chzzk.naver.com/live/243ce418ca3da7b43b04da7b635ed461,naverchzzk,472.0,인슈라오디드,True,unknown,24.0,20.7,15.0,14.0,9.0,9.0,214.7,108.0,16-20,True,peer_T1,False
원이지라,9da0c44b2ea2f8582b82e378a0d03d21,https://chzzk.naver.com/live/9da0c44b2ea2f8582b82e378a0d03d21,naverchzzk,1096.0,이터널 리턴,True,unknown,56.0,29.0,19.0,14.0,9.0,9.0,170.1,137.0,16-20,True,peer_T1,False
박시초,2292d27f5367c7e775b4840e27988646,https://chzzk.naver.com/live/2292d27f5367c7e775b4840e27988646,naverchzzk,282.0,로스트아크,True,unknown,25.0,20.0,15.0,14.0,7.0,8.0,127.6,134.0,31-40,True,peer_T1,False
요이자키 레일라,4a88b1bb3376523ec84edb3839dfdb0c,https://chzzk.naver.com/live/4a88b1bb3376523ec84edb3839dfdb0c,naverchzzk,275.0,엑스컴 2,True,unknown,30.0,21.2,14.0,14.0,9.0,9.0,106.8,138.0,16-20,True,peer_T1,False
씬 나라,3f62e0133e9299f82da2a9e806c8d6bf,https://chzzk.naver.com/live/3f62e0133e9299f82da2a9e806c8d6bf,naverchzzk,1206.0,원신,True,unknown,32.0,21.8,14.0,14.0,9.0,9.0,86.6,145.0,16-20,True,peer_T1,False
네므오,219d7d7bb4b21538f797bc1a757318e5,https://chzzk.naver.com/live/219d7d7bb4b21538f797bc1a757318e5,naverchzzk,753.0,리그 오브 레전드,True,unknown,23.0,20.0,15.0,14.0,8.0,8.0,90.8,65.0,16-20,True,peer_T1,False
도또 dotto,b1555a149b5bd08186dae8f00d6384d4,https://chzzk.naver.com/live/b1555a149b5bd08186dae8f00d6384d4,naverchzzk,165.0,고전 게임,True,unknown,27.0,24.4,14.0,14.0,8.0,8.0,101.2,34.0,10-15,True,peer_T1,False
도라대장,d97e078c28bb543c83942cd48dc4db93,https://chzzk.naver.com/live/d97e078c28bb543c83942cd48dc4db93,naverchzzk,354.0,이환,True,unknown,32.0,22.9,15.0,14.0,11.0,9.0,73.7,142.0,16-20,True,peer_T1,False
어화둥둥이,516719e614f5212b795f2c1abc4c7c42,https://chzzk.naver.com/live/516719e614f5212b795f2c1abc4c7c42,naverchzzk,350.0,종합 게임,True,unknown,31.0,25.1,18.0,13.0,9.0,7.0,922.5,120.0,21-30,True,peer_T1,False
그늘이야,8b8697840179cb5269bfc244b7881ea1,https://chzzk.naver.com/live/8b8697840179cb5269bfc244b7881ea1,naverchzzk,643.0,림월드,True,unknown,39.0,26.0,15.0,13.0,9.0,8.0,716.6,149.0,16-20,True,peer_T1,True
젠야타 Zenyatta,63b679395f45ff83e2e139385b6634be,https://chzzk.naver.com/live/63b679395f45ff83e2e139385b6634be,naverchzzk,1187.0,종합 게임,True,unknown,25.0,20.0,12.0,13.0,7.0,8.0,382.4,94.0,10-15,True,peer_T1,False
고뇽찌,52f24ac52111810e0b3cff635a229be7,https://chzzk.naver.com/live/52f24ac52111810e0b3cff635a229be7,naverchzzk,351.0,그림/아트,True,unknown,25.0,18.0,14.0,13.0,8.0,8.0,297.7,141.0,16-20,True,peer_T1,False
아쾅 Akuang,ad36f270c4508dd99b12ccc1a2722c78,https://chzzk.naver.com/live/ad36f270c4508dd99b12ccc1a2722c78,naverchzzk,512.0,007 퍼스트 라이트,True,unknown,24.0,17.0,10.0,13.0,6.0,6.0,293.0,102.0,16-20,True,peer_T1,False
달 루나,3e38fc0d210ae18d7fdf6a2e9a0f23f5,https://chzzk.naver.com/live/3e38fc0d210ae18d7fdf6a2e9a0f23f5,naverchzzk,562.0,몬스터 헌터 월드: 아이스본,True,unknown,39.0,28.9,17.0,13.0,9.0,7.0,234.5,64.0,21-30,True,peer_T1,False
땡 입니다,06e643a1c28c3e2cd0b0d18c4fb360be,https://chzzk.naver.com/live/06e643a1c28c3e2cd0b0d18c4fb360be,naverchzzk,215.0,종합 게임,True,unknown,101.0,66.8,12.0,13.0,9.0,9.0,218.3,104.0,16-20,True,peer_T1,False
메리 미,ac25509f6418d3ddb1b4fb2e0a7e2316,https://chzzk.naver.com/live/ac25509f6418d3ddb1b4fb2e0a7e2316,naverchzzk,1665.0,발로란트,True,unknown,26.0,23.0,14.0,13.0,5.0,4.0,224.1,50.0,21-30,True,peer_T1,False
ㄱ연호,aec7b4a6438338de7757597887b957ba,https://chzzk.naver.com/live/aec7b4a6438338de7757597887b957ba,naverchzzk,343.0,고전 게임,True,unknown,24.0,17.0,13.0,13.0,8.0,7.0,204.7,110.0,16-20,True,peer_T1,False
강등탈,e09bbe0aa3bec9df6f181efc634eb281,https://chzzk.naver.com/live/e09bbe0aa3bec9df6f181efc634eb281,naverchzzk,507.0,스플래툰 3,True,unknown,21.0,19.0,13.0,13.0,9.0,9.0,221.2,80.0,10-15,True,peer_T1,False
기막사,2fcd803a238fccd86bcb97cef73233f8,https://chzzk.naver.com/live/2fcd803a238fccd86bcb97cef73233f8,naverchzzk,1051.0,종합 게임,True,unknown,38.0,28.0,16.0,13.0,8.0,9.0,140.0,111.0,21-30,True,peer_T1,False
흰연꽃,d5ff7de28f1a2b472d69fc6fb6f47838,https://chzzk.naver.com/live/d5ff7de28f1a2b472d69fc6fb6f47838,naverchzzk,133.0,윈드로즈,True,unknown,19.0,17.6,12.5,13.0,8.0,7.0,215.8,68.0,16-20,True,peer_T1,False
혼겜돌이,c9a7a8a4006fa8ed4cefbf97b398abf2,https://chzzk.naver.com/live/c9a7a8a4006fa8ed4cefbf97b398abf2,naverchzzk,532.0,포르자 호라이즌 6,True,unknown,20.0,16.7,12.0,13.0,6.0,7.0,161.9,147.0,21-30,True,peer_T1,True
악질표고버섯,e38a3db0ecf1cf7e8a461a8364c4888c,https://chzzk.naver.com/live/e38a3db0ecf1cf7e8a461a8364c4888c,naverchzzk,941.0,talk,True,unknown,27.0,16.0,11.0,13.0,7.0,9.0,155.4,133.0,10-15,True,peer_T1,False
세이로쿠 키라,58eaedccbc58e733a233005ee04eecda,https://chzzk.naver.com/live/58eaedccbc58e733a233005ee04eecda,naverchzzk,705.0,림버스 컴퍼니,True,unknown,39.0,26.0,16.0,13.0,11.0,9.0,88.2,130.0,31-40,True,peer_T1,True
SENA 세나,1b31094bf7d83b61cf2ab110f9b91989,https://chzzk.naver.com/live/1b31094bf7d83b61cf2ab110f9b91989,naverchzzk,89.0,종합 게임,True,unknown,17.0,16.1,13.0,13.0,8.0,9.0,79.4,38.0,16-20,True,peer_T1,False
아즈마 스미,0ce04f529e8a94f4f553bec77b0bd76c,https://chzzk.naver.com/live/0ce04f529e8a94f4f553bec77b0bd76c,naverchzzk,1024.0,음악/노래,True,unknown,55.0,21.5,14.0,13.0,9.0,8.0,79.4,116.0,21-30,True,peer_T1,False
스타으앙코,d6b3c991c7b19aa02bb08232d8b877a6,https://chzzk.naver.com/live/d6b3c991c7b19aa02bb08232d8b877a6,naverchzzk,2528.0,종합 게임,True,unknown,45.0,24.0,16.0,12.0,8.0,8.0,731.7,140.0,21-30,True,peer_T1,False
석진서,1abdd12d26d0bdd140274d854165133d,https://chzzk.naver.com/live/1abdd12d26d0bdd140274d854165133d,naverchzzk,695.0,종합 게임,True,unknown,64.0,32.0,15.0,12.0,7.0,7.0,772.7,136.0,16-20,True,peer_T1,True
연미콩,5aaebd33ed301dbcaa09ebcb515a59cb,https://chzzk.naver.com/live/5aaebd33ed301dbcaa09ebcb515a59cb,naverchzzk,414.0,FC온라인,True,unknown,37.0,30.0,16.0,12.0,7.0,7.0,633.0,146.0,41-50,True,peer_T1,True
애플3203,47d609ac528898a1142f7ca1112fec65,https://chzzk.naver.com/live/47d609ac528898a1142f7ca1112fec65,naverchzzk,705.0,종합 게임,True,unknown,28.0,20.8,15.0,12.0,8.0,7.0,413.5,104.0,21-30,True,peer_T1,False
냐모이,16d1c15a2b32b5473155d2a295e38d8d,https://chzzk.naver.com/live/16d1c15a2b32b5473155d2a295e38d8d,naverchzzk,252.0,종합 게임,True,unknown,33.0,25.6,14.0,12.0,9.0,8.0,277.4,96.0,21-30,True,peer_T1,False
수행사제 시나맨,58ef687c4b5133c16b5e2e1031b1bb6c,https://chzzk.naver.com/live/58ef687c4b5133c16b5e2e1031b1bb6c,naverchzzk,565.0,이터널 리턴,True,unknown,33.0,21.0,13.0,12.0,7.0,6.0,233.6,113.0,21-30,True,peer_T1,False
어둠왕,a1e8a76d16710cae478f14924373b893,https://chzzk.naver.com/live/a1e8a76d16710cae478f14924373b893,naverchzzk,170.0,종합 게임,True,unknown,16.0,15.0,9.0,12.0,5.0,6.0,263.4,100.0,16-20,True,peer_T1,False
모혜,42762380a34c933366636bfdc4067293,https://chzzk.naver.com/live/42762380a34c933366636bfdc4067293,naverchzzk,547.0,PUBG: 배틀그라운드,True,unknown,30.0,27.0,13.0,12.0,6.0,6.0,300.4,117.0,16-20,True,peer_T1,False
유메루,be1729574be8282d009fb7a17f141487,https://chzzk.naver.com/live/be1729574be8282d009fb7a17f141487,naverchzzk,256.0,마인크래프트,True,unknown,18.0,14.5,8.0,12.0,4.0,6.0,164.2,70.0,16-20,True,peer_T1,False
오몽몽ㅇ,c61d9af7263c4d436e5a682c8da4d706,https://chzzk.naver.com/live/c61d9af7263c4d436e5a682c8da4d706,naverchzzk,1224.0,talk,True,unknown,26.0,17.0,12.0,12.0,8.0,9.0,160.0,123.0,16-20,True,peer_T1,False
바베,d61bbf21d161b6436f8993038cc1a989,https://chzzk.naver.com/live/d61bbf21d161b6436f8993038cc1a989,naverchzzk,384.0,로스트 저지먼트: 심판받지 않은 기억,True,unknown,38.0,28.0,17.0,12.0,9.0,7.0,149.0,138.0,41-50,True,peer_T1,True
순쥐,c59c85c8e77d893ef63fd381c6a6ff26,https://chzzk.naver.com/live/c59c85c8e77d893ef63fd381c6a6ff26,naverchzzk,622.0,리그 오브 레전드,True,unknown,32.0,22.7,12.0,12.0,6.0,7.0,163.5,83.0,16-20,True,peer_T1,False
송그릴,db81d10582c8fa98142f648bf7687773,https://chzzk.naver.com/live/db81d10582c8fa98142f648bf7687773,naverchzzk,562.0,젤다의 전설 브레스 오브 더 와일드,True,unknown,56.0,21.0,11.0,12.0,6.0,7.0,201.1,148.0,10-15,True,peer_T1,False
오스카 Oscar,188649a7046fe49d97b932a07d56d3d8,https://chzzk.naver.com/live/188649a7046fe49d97b932a07d56d3d8,naverchzzk,1352.0,패스 오브 엑자일 2,True,unknown,58.0,31.2,12.0,12.0,6.0,7.0,160.1,126.0,16-20,True,peer_T1,False
김달걀,a03f578cc5ceafcd0a32ed986577d2c8,https://chzzk.naver.com/live/a03f578cc5ceafcd0a32ed986577d2c8,naverchzzk,186.0,바이오하자드 RE:2,True,unknown,21.0,21.0,17.0,12.0,10.0,9.0,69.6,45.0,21-30,True,peer_T1,False
갱탑,d84166a91ce2de36514c2fe0b9f206e5,https://chzzk.naver.com/live/d84166a91ce2de36514c2fe0b9f206e5,naverchzzk,465.0,talk,True,unknown,53.0,26.0,16.0,12.0,7.5,8.0,99.8,122.0,21-30,True,peer_T1,False
뉸새,6bccdc59a0f81975d274f9f3b1102d73,https://chzzk.naver.com/live/6bccdc59a0f81975d274f9f3b1102d73,naverchzzk,340.0,오버워치,True,unknown,19.0,17.0,13.0,12.0,7.0,8.0,125.4,131.0,10-15,True,peer_T1,False
린다비,973bf833fa668636ea3709e811f5a4c2,https://chzzk.naver.com/live/973bf833fa668636ea3709e811f5a4c2,naverchzzk,235.0,메이플스토리 월드,True,unknown,19.0,15.0,9.0,12.0,4.0,4.0,187.2,72.0,21-30,True,peer_T1,False
렁 이,cf508ad755c0e3bf1a66d7649cf2cbf0,https://chzzk.naver.com/live/cf508ad755c0e3bf1a66d7649cf2cbf0,naverchzzk,205.0,유희왕 마스터 듀얼,True,unknown,17.0,13.0,5.0,12.0,3.0,5.0,202.8,95.0,10-15,True,peer_T1,False
장트러블,d676df6bcb09c553c26a2e2b92542fd6,https://chzzk.naver.com/live/d676df6bcb09c553c26a2e2b92542fd6,naverchzzk,6700.0,이환,True,unknown,589.0,280.0,88.0,126.0,52.0,78.0,56.2,136.0,41-50,False,peer_T1,True
수 바니,8da2cbae1c627fab3477abfdc9e119bc,https://chzzk.naver.com/live/8da2cbae1c627fab3477abfdc9e119bc,naverchzzk,4279.0,아이온2,True,unknown,311.0,225.0,120.0,116.0,53.0,65.0,40.2,145.0,41-50,False,peer_T1,True
맹 묘,313b45f8f5893f4b1b7b4000fa2da90b,https://chzzk.naver.com/live/313b45f8f5893f4b1b7b4000fa2da90b,naverchzzk,2133.0,음악/노래,True,unknown,307.0,132.8,77.0,61.0,32.0,44.0,43.3,142.0,31-40,False,peer_T1,True
동네개순대,474b909039b3944632e35acdfb217d3a,https://chzzk.naver.com/live/474b909039b3944632e35acdfb217d3a,naverchzzk,1181.0,이터널 리턴,True,unknown,362.0,82.9,49.0,52.0,32.0,34.0,26.1,115.0,41-50,False,peer_T1,True
꾹낑,0064f3b8baad3fe5766c1bb0b30a5088,https://chzzk.naver.com/live/0064f3b8baad3fe5766c1bb0b30a5088,naverchzzk,2059.0,사이퍼즈,True,unknown,384.0,87.4,31.0,49.0,19.0,21.0,74.7,97.0,21-30,False,peer_T1,True
윤리즈,65d845f717e3c3abb93de6158c613f0d,https://chzzk.naver.com/live/65d845f717e3c3abb93de6158c613f0d,naverchzzk,1240.0,패스 오브 엑자일 2,True,unknown,59.0,48.1,25.0,47.0,18.0,32.0,786.1,139.0,31-40,False,peer_T1,True
이로 클라우드,063fc5a0287c24c218e32e44325f385e,https://chzzk.naver.com/live/063fc5a0287c24c218e32e44325f385e,naverchzzk,376.0,종합 게임,True,unknown,21.0,14.3,9.0,11.0,4.0,6.0,3077.3,114.0,21-30,False,peer_T1,False
탐랑,f84b650e0fa192cbfd2215372732972e,https://chzzk.naver.com/live/f84b650e0fa192cbfd2215372732972e,naverchzzk,567.0,림월드,True,unknown,25.0,20.3,12.0,11.0,7.0,6.0,673.5,134.0,21-30,False,peer_T1,False
모노 monomo,3684893a6b44aa4bfb5716a8f0ae267f,https://chzzk.naver.com/live/3684893a6b44aa4bfb5716a8f0ae267f,naverchzzk,228.0,종합 게임,True,unknown,21.0,16.0,11.0,11.0,6.0,5.0,506.3,132.0,16-20,False,peer_T1,False
세 희,5b9f4c4673714b1c36d2546aa0cb0402,https://chzzk.naver.com/live/5b9f4c4673714b1c36d2546aa0cb0402,naverchzzk,103.0,종합 게임,True,unknown,18.0,13.0,8.0,11.0,5.0,6.0,477.1,82.0,16-20,False,peer_T1,False
박나나TV,13b74dfd3093e1db4d5af574e2ded812,https://chzzk.naver.com/live/13b74dfd3093e1db4d5af574e2ded812,naverchzzk,593.0,메이플스토리 월드,True,unknown,130.0,53.0,20.5,11.0,10.0,7.0,335.8,116.0,21-30,False,peer_T1,True
앙탈깜지,818daed7b43872dc63df338b7928d01b,https://chzzk.naver.com/live/818daed7b43872dc63df338b7928d01b,naverchzzk,206.0,포르자 호라이즌 6,True,unknown,33.0,17.3,10.0,11.0,5.0,5.0,422.6,136.0,16-20,False,peer_T1,False
빵뚜씨,f15cff93b4bb3246e594d944a74be016,https://chzzk.naver.com/live/f15cff93b4bb3246e594d944a74be016,naverchzzk,253.0,종합 게임,True,unknown,26.0,21.0,12.0,11.0,6.0,5.0,329.6,98.0,16-20,False,peer_T1,False
아이노 에리,acc6d26262023b08c4a4040690f0f713,https://chzzk.naver.com/live/acc6d26262023b08c4a4040690f0f713,naverchzzk,176.0,Qwilight,True,unknown,19.0,14.0,10.0,11.0,6.0,8.0,268.3,121.0,16-20,False,peer_T1,False
조민훈,fd214aa985cf2d163db79f3c881c2793,https://chzzk.naver.com/live/fd214aa985cf2d163db79f3c881c2793,naverchzzk,416.0,talk,True,unknown,68.0,19.8,9.0,11.0,6.0,6.0,276.1,104.0,10-15,False,peer_T1,False
김하린,023ecbfd298488c462289fb2632da178,https://chzzk.naver.com/live/023ecbfd298488c462289fb2632da178,naverchzzk,484.0,리그 오브 레전드,True,unknown,29.0,26.0,15.0,11.0,6.0,5.0,129.0,141.0,21-30,False,peer_T1,False
제가왜,a63dca78439598fb9f1adf80aa3a22ec,https://chzzk.naver.com/live/a63dca78439598fb9f1adf80aa3a22ec,naverchzzk,353.0,마인크래프트,True,unknown,20.0,16.1,11.0,11.0,6.0,5.0,158.3,99.0,10-15,False,peer_T1,False
레쏘 Lesso,ed49640d959b86d7937f1fc36f3b36a9,https://chzzk.naver.com/live/ed49640d959b86d7937f1fc36f3b36a9,naverchzzk,439.0,오버워치,True,unknown,20.0,14.7,9.0,11.0,4.0,5.0,199.5,105.0,16-20,False,peer_T1,False
고 두 식,1d1e2b036420fca514ec0b7747c9450b,https://chzzk.naver.com/live/1d1e2b036420fca514ec0b7747c9450b,naverchzzk,846.0,오버워치,True,unknown,54.0,19.0,11.0,11.0,6.0,7.0,114.1,114.0,21-30,False,peer_T1,False
