channel_name,platform,channelId,channel_url,cohort_type,primary_category,category_1,category_1_share,category_2,category_2_share,category_3,category_3_share,is_general_game,gg_reason,is_virtual,virtual_basis,total_stream_hours,peak_viewers,avg_viewers,viewership,follower_count,peak_max,peak_p95,peak_median,peak_recent_median,peak_recent_p95,avg_median,avg_recent_median,ts_weeks_total,ts_weeks_active,ts_weeks_recent_active,within_band_by_max,within_band_by_p95,within_band_by_median,within_band_by_recent_median,within_band_by_recent_p95,peak_to_followers,avg_to_followers,viewership_per_hour,peak_avg_ratio,max_weekly_airtime,is_inactive,is_too_new,nobangjong_flag,long_stream_flag,exclude_reason,band,collected_at,final_include,final_cohort_group,peak_basis,gubiba_reference_peak,peak_ratio_to_gubiba,within_band
ㄱ연호,naverchzzk,aec7b4a6438338de7757597887b957ba,https://chzzk.naver.com/live/aec7b4a6438338de7757597887b957ba,main_general_game,고전 게임,고전 게임,44.4,요시와 신기한 도감,19.9,미나 더 할로워,19.2,true,multi_game,unknown,not_collected,204.7,19,8.0,1676.0,343,24,17.0,13.0,13,18.6,8.0,7,110,110,13,False,False,True,True,False,0.0554,0.0233,8.19,2.38,32,False,False,False,False,,16-20,2026-06-14T18:14:19.531Z,True,main,recent_median,23,0.565,True
강등탈,naverchzzk,e09bbe0aa3bec9df6f181efc634eb281,https://chzzk.naver.com/live/e09bbe0aa3bec9df6f181efc634eb281,main_general_game,스플래툰 3,스플래툰 3,42.4,그림/아트,28.5,종합 게임,24.7,true,multi_game,unknown,not_collected,221.2,15,7.0,1668.0,507,21,19.0,13.0,13,17.4,9.0,9,80,80,13,False,True,True,True,False,0.0296,0.0138,7.54,2.14,16,False,False,False,False,,10-15,2026-06-14T18:14:20.636Z,True,main,recent_median,23,0.565,True
기막사,naverchzzk,2fcd803a238fccd86bcb97cef73233f8,https://chzzk.naver.com/live/2fcd803a238fccd86bcb97cef73233f8,main_general_game,종합 게임,종합 게임,18,스테퍼 케이스:초능력 추리 어드벤처,17.8,팀파이트 매니저 2,16.9,true,gg_primary,unknown,not_collected,140.0,25,10.0,1410.0,1051,38,28.0,16,13,17.0,8,9,111,111,13,False,True,True,True,False,0.0238,0.0095,10.07,2.5,50,False,False,False,True,,21-30,2026-06-14T18:18:32.102Z,True,main,recent_median,23,0.565,True
흰연꽃,naverchzzk,d5ff7de28f1a2b472d69fc6fb6f47838,https://chzzk.naver.com/live/d5ff7de28f1a2b472d69fc6fb6f47838,main_general_game,윈드로즈,윈드로즈,48.4,PUBG: 배틀그라운드,30.7,서브노티카 2,20.9,true,multi_game,unknown,not_collected,215.8,17,5.0,1243.0,133,19,17.6,12.5,13,18.0,8.0,7,68,68,13,False,False,True,True,False,0.1278,0.0376,5.76,3.4,34,False,False,False,False,,16-20,2026-06-14T18:21:00.191Z,True,main,recent_median,23,0.565,True
혼겜돌이,naverchzzk,c9a7a8a4006fa8ed4cefbf97b398abf2,https://chzzk.naver.com/live/c9a7a8a4006fa8ed4cefbf97b398abf2,main_general_game,포르자 호라이즌 6,포르자 호라이즌 6,43.2,천하제일상거상,24.6,ELDEN RING 밤의 통치자,14.9,true,multi_game,unknown,not_collected,161.9,21,7.0,1196.0,532,20,16.7,12,13,17.6,6,7,147,147,13,False,False,True,True,False,0.0395,0.0132,7.39,3.0,15,False,False,False,False,,21-30,2026-06-14T18:22:18.111Z,True,main,recent_median,23,0.565,True
악질표고버섯,naverchzzk,e38a3db0ecf1cf7e8a461a8364c4888c,https://chzzk.naver.com/live/e38a3db0ecf1cf7e8a461a8364c4888c,main_general_game,talk,talk,48.8,종합 게임,20.3,음악/노래,13.8,true,gg_secondary,unknown,not_collected,155.4,14,7.0,1157.0,941,27,16.0,11,13,16.2,7,9,133,133,13,False,False,True,True,False,0.0149,0.0074,7.45,2.0,8,False,False,False,False,,10-15,2026-06-14T18:23:17.413Z,True,main,recent_median,23,0.565,True
세이로쿠 키라,naverchzzk,58eaedccbc58e733a233005ee04eecda,https://chzzk.naver.com/live/58eaedccbc58e733a233005ee04eecda,main_general_game,림버스 컴퍼니,림버스 컴퍼니,34.7,VR챗,15.9,크라임 씬 클리너,15.1,true,multi_game,unknown,not_collected,88.2,40,9.0,836.0,705,39,26.0,16.0,13,21.2,11.0,9,130,130,13,False,True,True,True,False,0.0567,0.0128,9.48,4.44,13,False,False,False,False,,31-40,2026-06-14T18:35:47.772Z,True,main,recent_median,23,0.565,True
SENA 세나,naverchzzk,1b31094bf7d83b61cf2ab110f9b91989,https://chzzk.naver.com/live/1b31094bf7d83b61cf2ab110f9b91989,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,79.4,17,8.0,707.0,89,17,16.1,13.0,13,16.4,8.0,9,38,38,13,False,False,True,True,False,0.191,0.0899,8.9,2.12,13,False,False,False,False,,16-20,2026-06-14T18:44:12.551Z,True,main,recent_median,23,0.565,True
아즈마 스미,naverchzzk,0ce04f529e8a94f4f553bec77b0bd76c,https://chzzk.naver.com/live/0ce04f529e8a94f4f553bec77b0bd76c,main_general_game,음악/노래,음악/노래,29.1,포켓몬스터 적,19.8,로스트아크,16.7,true,multi_game,unknown,not_collected,79.4,21,8.0,691.0,1024,55,21.5,14.0,13,28.0,9.0,8,116,116,13,False,True,True,True,True,0.0205,0.0078,8.7,2.62,80,False,False,True,True,,21-30,2026-06-14T18:45:59.569Z,True,main,recent_median,23,0.565,True
스타으앙코,naverchzzk,d6b3c991c7b19aa02bb08232d8b877a6,https://chzzk.naver.com/live/d6b3c991c7b19aa02bb08232d8b877a6,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,731.7,24,8.0,5911.0,2528,45,24.0,16.0,12,15.4,8.0,8,140,140,13,False,True,True,True,False,0.0095,0.0032,8.08,3.0,57,False,False,False,True,,21-30,2026-06-14T17:57:30.463Z,True,main,recent_median,23,0.522,True
석진서,naverchzzk,1abdd12d26d0bdd140274d854165133d,https://chzzk.naver.com/live/1abdd12d26d0bdd140274d854165133d,main_general_game,종합 게임,종합 게임,31.9,talk,26.4,PUBG: 배틀그라운드,12,true,gg_primary,unknown,not_collected,772.7,20,7.0,5486.0,695,64,32.0,15.0,12,20.6,7.0,7,136,136,13,False,True,True,True,False,0.0288,0.0101,7.1,2.86,61,False,False,False,True,,16-20,2026-06-14T17:57:52.115Z,True,main,recent_median,23,0.522,True
연미콩,naverchzzk,5aaebd33ed301dbcaa09ebcb515a59cb,https://chzzk.naver.com/live/5aaebd33ed301dbcaa09ebcb515a59cb,main_general_game,FC온라인,FC온라인,30,명조:워더링 웨이브,22.6,이환,10.2,true,multi_game,unknown,not_collected,633.0,42,7.0,5017.0,414,37,30.0,16.0,12,15.8,7.0,7,146,146,13,False,True,True,True,False,0.1014,0.0169,7.93,6.0,54,False,False,False,True,,41-50,2026-06-14T17:58:34.296Z,True,main,recent_median,23,0.522,True
애플3203,naverchzzk,47d609ac528898a1142f7ca1112fec65,https://chzzk.naver.com/live/47d609ac528898a1142f7ca1112fec65,main_general_game,종합 게임,종합 게임,66,talk,24.7,리그 오브 레전드,9.4,true,gg_primary,unknown,not_collected,413.5,21,8.0,3600.0,705,28,20.8,15.0,12,15.0,8.0,7,104,104,13,False,True,True,True,False,0.0298,0.0113,8.71,2.62,30,False,False,False,False,,21-30,2026-06-14T18:00:34.770Z,True,main,recent_median,23,0.522,True
냐모이,naverchzzk,16d1c15a2b32b5473155d2a295e38d8d,https://chzzk.naver.com/live/16d1c15a2b32b5473155d2a295e38d8d,main_general_game,종합 게임,종합 게임,23.1,마법소녀의 마녀재판,15.1,워크래프트 3: 리포지드,10.8,true,gg_primary,unknown,not_collected,277.4,25,9.0,2521.0,252,33,25.6,14,12,15.0,9,8,96,95,13,False,True,True,True,False,0.0992,0.0357,9.09,2.78,24,False,False,False,False,,21-30,2026-06-14T18:05:10.030Z,True,main,recent_median,23,0.522,True
수행사제 시나맨,naverchzzk,58ef687c4b5133c16b5e2e1031b1bb6c,https://chzzk.naver.com/live/58ef687c4b5133c16b5e2e1031b1bb6c,main_general_game,이터널 리턴,이터널 리턴,73.7,작혼: 리치 마작,17.8,오버워치,4.4,true,multi_game,unknown,not_collected,233.6,21,8.0,1966.0,565,33,21.0,13,12,16.6,7,6,113,113,13,False,True,True,True,False,0.0372,0.0142,8.42,2.62,60,False,False,False,True,,21-30,2026-06-14T18:10:06.601Z,True,main,recent_median,23,0.522,True
어둠왕,naverchzzk,a1e8a76d16710cae478f14924373b893,https://chzzk.naver.com/live/a1e8a76d16710cae478f14924373b893,main_general_game,종합 게임,종합 게임,53.3,talk,19.7,리그 오브 레전드,18.6,true,gg_primary,unknown,not_collected,263.4,16,7.0,1890.0,170,16,15.0,9.0,12,16.0,5.0,6,100,100,13,False,False,False,True,False,0.0941,0.0412,7.18,2.29,40,False,False,False,False,,16-20,2026-06-14T18:11:36.661Z,True,main,recent_median,23,0.522,True
모혜,naverchzzk,42762380a34c933366636bfdc4067293,https://chzzk.naver.com/live/42762380a34c933366636bfdc4067293,main_general_game,PUBG: 배틀그라운드,PUBG: 배틀그라운드,55.1,리그 오브 레전드,37.1,서브노티카 2,3.4,true,multi_game,unknown,not_collected,300.4,17,5.0,1525.0,547,30,27.0,13,12,17.4,6,6,117,117,13,False,True,True,True,False,0.0311,0.0091,5.08,3.4,98,False,False,True,True,,16-20,2026-06-14T18:16:26.124Z,True,main,recent_median,23,0.522,True
유메루,naverchzzk,be1729574be8282d009fb7a17f141487,https://chzzk.naver.com/live/be1729574be8282d009fb7a17f141487,main_general_game,마인크래프트,마인크래프트,39.4,유희왕 마스터 듀얼,16.2,리그 오브 레전드,12.2,true,multi_game,unknown,not_collected,164.2,18,8.0,1382.0,256,18,14.5,8.0,12,16.8,4.0,6,70,70,13,False,False,False,True,False,0.0703,0.0312,8.42,2.25,70,False,False,False,True,,16-20,2026-06-14T18:18:47.342Z,True,main,recent_median,23,0.522,True
오몽몽ㅇ,naverchzzk,c61d9af7263c4d436e5a682c8da4d706,https://chzzk.naver.com/live/c61d9af7263c4d436e5a682c8da4d706,main_general_game,talk,talk,31.3,종합 게임,17.1,발로란트,15.3,true,multi_game,unknown,not_collected,160.0,16,7.0,1201.0,1224,26,17.0,12,12,17.4,8,9,123,123,13,False,False,True,True,False,0.0131,0.0057,7.51,2.29,10,False,False,False,False,,16-20,2026-06-14T18:22:03.709Z,True,main,recent_median,23,0.522,True
바베,naverchzzk,d61bbf21d161b6436f8993038cc1a989,https://chzzk.naver.com/live/d61bbf21d161b6436f8993038cc1a989,main_general_game,로스트 저지먼트: 심판받지 않은 기억,로스트 저지먼트: 심판받지 않은 기억,54.8,진・삼국무쌍: ORIGINS,18.3,007 퍼스트 라이트,13,true,multi_game,unknown,not_collected,149.0,49,7.0,1190.0,384,38,28.0,17.0,12,17.0,9.0,7,138,138,13,False,True,True,True,False,0.1276,0.0182,7.99,7.0,61,False,False,False,True,,41-50,2026-06-14T18:22:29.425Z,True,main,recent_median,23,0.522,True
순쥐,naverchzzk,c59c85c8e77d893ef63fd381c6a6ff26,https://chzzk.naver.com/live/c59c85c8e77d893ef63fd381c6a6ff26,main_general_game,리그 오브 레전드,리그 오브 레전드,56.3,종합 게임,20.2,포르자 호라이즌 6,12.3,true,multi_game,unknown,not_collected,163.5,17,6.0,1020.0,622,32,22.7,12,12,18.8,6,7,83,83,13,False,True,True,True,False,0.0273,0.0096,6.24,2.83,16,False,False,False,False,,16-20,2026-06-14T18:27:31.862Z,True,main,recent_median,23,0.522,True
송그릴,naverchzzk,db81d10582c8fa98142f648bf7687773,https://chzzk.naver.com/live/db81d10582c8fa98142f648bf7687773,main_general_game,젤다의 전설 브레스 오브 더 와일드,젤다의 전설 브레스 오브 더 와일드,19.8,talk,16,포켓몬 유나이트,15.3,true,multi_game,unknown,not_collected,201.1,14,4.0,921.0,562,56,21.0,11.0,12,14.4,6.0,7,148,148,13,False,True,True,True,False,0.0249,0.0071,4.58,3.5,64,False,False,False,True,,10-15,2026-06-14T18:31:50.151Z,True,main,recent_median,23,0.522,True
오스카 Oscar,naverchzzk,188649a7046fe49d97b932a07d56d3d8,https://chzzk.naver.com/live/188649a7046fe49d97b932a07d56d3d8,main_general_game,패스 오브 엑자일 2,패스 오브 엑자일 2,70.9,디아블로 4: 증오의 군주,29.1,,0,true,multi_game,unknown,not_collected,160.1,17,5.0,864.0,1352,58,31.2,12.0,12,20.0,6.0,7,126,126,13,False,True,True,True,False,0.0126,0.0037,5.4,3.4,20,False,False,False,False,,16-20,2026-06-14T18:34:44.067Z,True,main,recent_median,23,0.522,True
김달걀,naverchzzk,a03f578cc5ceafcd0a32ed986577d2c8,https://chzzk.naver.com/live/a03f578cc5ceafcd0a32ed986577d2c8,main_general_game,바이오하자드 RE:2,바이오하자드 RE:2,27.4,할로우 나이트 : 공허의 심장 에디션,26.4,종합 게임,18.3,true,multi_game,unknown,not_collected,69.6,21,12.0,843.0,186,21,21.0,17,12,16.8,10,9,45,45,13,False,True,True,True,False,0.1129,0.0645,12.11,1.75,18,False,False,False,False,,21-30,2026-06-14T18:35:26.285Z,True,main,recent_median,23,0.522,True
갱탑,naverchzzk,d84166a91ce2de36514c2fe0b9f206e5,https://chzzk.naver.com/live/d84166a91ce2de36514c2fe0b9f206e5,main_general_game,talk,talk,37.4,마법소녀의 마녀재판,28.6,이스케이프 프롬 덕코프,25.1,true,multi_game,unknown,not_collected,99.8,29,7.0,796.0,465,53,26.0,16.0,12,15.0,7.5,8,122,122,13,False,True,True,True,False,0.0624,0.0151,7.98,4.14,51,False,False,False,True,,21-30,2026-06-14T18:38:29.587Z,True,main,recent_median,23,0.522,True
뉸새,naverchzzk,6bccdc59a0f81975d274f9f3b1102d73,https://chzzk.naver.com/live/6bccdc59a0f81975d274f9f3b1102d73,main_general_game,오버워치,오버워치,20.7,스플래툰 3,15.8,서브노티카 2,13.7,true,multi_game,unknown,not_collected,125.4,13,6.0,778.0,340,19,17.0,13,12,16.0,7,8,131,131,13,False,False,True,True,False,0.0382,0.0176,6.2,2.17,43,False,False,False,False,,10-15,2026-06-14T18:39:20.411Z,True,main,recent_median,23,0.522,True
린다비,naverchzzk,973bf833fa668636ea3709e811f5a4c2,https://chzzk.naver.com/live/973bf833fa668636ea3709e811f5a4c2,main_general_game,메이플스토리 월드,메이플스토리 월드,49.1,로스트아크,26.3,종합 게임,12.6,true,multi_game,unknown,not_collected,187.2,22,3.0,742.0,235,19,15.0,9.0,12,13.4,4.0,4,72,72,13,False,False,False,True,False,0.0936,0.0128,3.96,7.33,44,False,False,False,False,,21-30,2026-06-14T18:41:33.887Z,True,main,recent_median,23,0.522,True
렁 이,naverchzzk,cf508ad755c0e3bf1a66d7649cf2cbf0,https://chzzk.naver.com/live/cf508ad755c0e3bf1a66d7649cf2cbf0,main_general_game,유희왕 마스터 듀얼,유희왕 마스터 듀얼,68.8,트릭컬 리바이브,25,커피 토크 도쿄,6.3,true,multi_game,unknown,not_collected,202.8,12,3.0,708.0,205,17,13.0,5,12,16.4,3,5,95,95,13,False,False,False,True,False,0.0585,0.0146,3.49,4.0,17,False,False,False,False,,10-15,2026-06-14T18:43:58.084Z,True,main,recent_median,23,0.522,True
장트러블,naverchzzk,d676df6bcb09c553c26a2e2b92542fd6,https://chzzk.naver.com/live/d676df6bcb09c553c26a2e2b92542fd6,main_general_game,이환,이환,48.4,아주르 프로밀리아,16,명조:워더링 웨이브,12.1,true,multi_game,unknown,not_collected,56.2,48,25.0,1434.0,6700,589,280.0,88.0,126,322.2,52.0,78,136,136,13,False,False,False,False,False,0.0072,0.0037,25.52,1.92,15,False,False,False,False,,41-50,2026-06-14T18:17:55.743Z,False,robustness_only,recent_median,23,5.478,False
수 바니,naverchzzk,8da2cbae1c627fab3477abfdc9e119bc,https://chzzk.naver.com/live/8da2cbae1c627fab3477abfdc9e119bc,main_general_game,아이온2,아이온2,30.5,명조:워더링 웨이브,27.6,이환,12.1,true,multi_game,unknown,not_collected,40.2,48,29.0,1198.0,4279,311,225.0,120,116,166.8,53,65,145,145,13,False,False,False,False,False,0.0112,0.0068,29.8,1.66,96,False,False,True,True,,41-50,2026-06-14T18:22:11.876Z,False,robustness_only,recent_median,23,5.043,False
맹 묘,naverchzzk,313b45f8f5893f4b1b7b4000fa2da90b,https://chzzk.naver.com/live/313b45f8f5893f4b1b7b4000fa2da90b,main_general_game,음악/노래,음악/노래,48.7,돈 스타브 투게더,25.1,이터널 리턴,18.8,true,multi_game,unknown,not_collected,43.3,35,20.0,883.0,2133,307,132.8,77.0,61,96.8,32.0,44,142,142,13,False,False,False,False,False,0.0164,0.0094,20.39,1.75,74,False,False,False,True,,31-40,2026-06-14T18:33:30.054Z,False,robustness_only,recent_median,23,2.652,False
동네개순대,naverchzzk,474b909039b3944632e35acdfb217d3a,https://chzzk.naver.com/live/474b909039b3944632e35acdfb217d3a,main_general_game,이터널 리턴,이터널 리턴,32.9,P의 거짓,19.4,talk,15.5,true,multi_game,unknown,not_collected,26.1,45,26.0,702.0,1181,362,82.9,49,52,72.2,32,34,115,115,13,False,False,False,False,True,0.0381,0.022,26.9,1.73,17,False,False,False,False,,41-50,2026-06-14T18:44:41.127Z,False,robustness_only,recent_median,23,2.261,False
꾹낑,naverchzzk,0064f3b8baad3fe5766c1bb0b30a5088,https://chzzk.naver.com/live/0064f3b8baad3fe5766c1bb0b30a5088,main_general_game,사이퍼즈,사이퍼즈,38.5,talk,21.7,메이플스토리 월드,17.6,true,multi_game,unknown,not_collected,74.7,26,13.0,998.0,2059,384,87.4,31,49,91.8,19,21,97,97,13,False,False,True,False,False,0.0126,0.0063,13.36,2.0,48,False,False,False,False,,21-30,2026-06-14T18:28:32.412Z,False,robustness_only,recent_median,23,2.13,False
윤리즈,naverchzzk,65d845f717e3c3abb93de6158c613f0d,https://chzzk.naver.com/live/65d845f717e3c3abb93de6158c613f0d,main_general_game,패스 오브 엑자일 2,패스 오브 엑자일 2,41,디아블로 4: 증오의 군주,40.7,talk,16.1,true,multi_game,unknown,not_collected,786.1,39,14.0,11498.0,1240,59,48.1,25,47,59.0,18,32,139,139,13,False,True,True,False,True,0.0315,0.0113,14.63,2.79,14,False,False,False,False,,31-40,2026-06-14T17:55:51.976Z,False,robustness_only,recent_median,23,2.043,False
이로 클라우드,naverchzzk,063fc5a0287c24c218e32e44325f385e,https://chzzk.naver.com/live/063fc5a0287c24c218e32e44325f385e,main_general_game,종합 게임,종합 게임,100,,0,,0,true,gg_primary,unknown,not_collected,3077.3,21,3.0,11086.0,376,21,14.3,9.0,11,14.8,4.0,6,114,114,13,False,False,False,False,False,0.0559,0.008,3.6,7.0,11,False,False,False,False,,21-30,2026-06-14T17:56:00.949Z,False,robustness_only,recent_median,23,0.478,False
탐랑,naverchzzk,f84b650e0fa192cbfd2215372732972e,https://chzzk.naver.com/live/f84b650e0fa192cbfd2215372732972e,main_general_game,림월드,림월드,24.9,이터널 리턴,16.8,바이오하자드 RE:4,11,true,multi_game,unknown,not_collected,673.5,23,7.0,4895.0,567,25,20.3,12.0,11,14.0,7.0,6,134,134,13,False,True,True,False,False,0.0406,0.0123,7.27,3.29,20,False,False,False,False,,21-30,2026-06-14T17:58:40.830Z,False,robustness_only,recent_median,23,0.478,False
모노 monomo,naverchzzk,3684893a6b44aa4bfb5716a8f0ae267f,https://chzzk.naver.com/live/3684893a6b44aa4bfb5716a8f0ae267f,main_general_game,종합 게임,종합 게임,34.5,talk,10.1,007 퍼스트 라이트,8.6,true,gg_primary,unknown,not_collected,506.3,20,6.0,3063.0,228,21,16.0,11.0,11,18.0,6,5,132,132,13,False,False,True,False,False,0.0877,0.0263,6.05,3.33,27,False,False,False,False,,16-20,2026-06-14T18:02:35.246Z,False,robustness_only,recent_median,23,0.478,False
세 희,naverchzzk,5b9f4c4673714b1c36d2546aa0cb0402,https://chzzk.naver.com/live/5b9f4c4673714b1c36d2546aa0cb0402,main_general_game,종합 게임,종합 게임,36.2,이환,23.8,명조:워더링 웨이브,22.9,true,gg_primary,unknown,not_collected,477.1,18,6.0,3024.0,103,18,13.0,8.0,11,15.6,5.0,6,82,82,13,False,False,False,False,False,0.1748,0.0583,6.34,3.0,16,False,False,False,False,,16-20,2026-06-14T18:02:40.161Z,False,robustness_only,recent_median,23,0.478,False
박나나TV,naverchzzk,13b74dfd3093e1db4d5af574e2ded812,https://chzzk.naver.com/live/13b74dfd3093e1db4d5af574e2ded812,main_general_game,메이플스토리 월드,메이플스토리 월드,45.4,림버스 컴퍼니,20.2,오버워치,10.9,true,multi_game,unknown,not_collected,335.8,23,6.0,2333.0,593,130,53.0,20.5,11,15.8,10.0,7,116,116,13,True,True,True,False,False,0.0388,0.0101,6.95,3.83,70,False,False,False,True,,21-30,2026-06-14T18:06:17.542Z,False,robustness_only,recent_median,23,0.478,False
앙탈깜지,naverchzzk,818daed7b43872dc63df338b7928d01b,https://chzzk.naver.com/live/818daed7b43872dc63df338b7928d01b,main_general_game,포르자 호라이즌 6,포르자 호라이즌 6,23.6,드래곤 퀘스트 XI S 지나간 시간을 찾아서 - Definitive Edition,16.7,007 퍼스트 라이트,14.7,true,multi_game,unknown,not_collected,422.6,16,4.0,1880.0,206,33,17.3,10,11,17.4,5,5,136,135,13,False,False,True,False,False,0.0777,0.0194,4.45,4.0,18,False,False,False,False,,16-20,2026-06-14T18:11:46.254Z,False,robustness_only,recent_median,23,0.478,False
빵뚜씨,naverchzzk,f15cff93b4bb3246e594d944a74be016,https://chzzk.naver.com/live/f15cff93b4bb3246e594d944a74be016,main_general_game,종합 게임,종합 게임,63.9,서브노티카 2,25.8,타운 투 시티,3.7,true,gg_primary,unknown,not_collected,329.6,20,5.0,1816.0,253,26,21.0,12.0,11,14.4,6.0,5,98,98,13,False,True,True,False,False,0.0791,0.0198,5.51,4.0,42,False,False,False,False,,16-20,2026-06-14T18:12:36.329Z,False,robustness_only,recent_median,23,0.478,False
아이노 에리,naverchzzk,acc6d26262023b08c4a4040690f0f713,https://chzzk.naver.com/live/acc6d26262023b08c4a4040690f0f713,main_general_game,Qwilight,Qwilight,37,플라티나 랩,29,미메시스,9.4,true,multi_game,unknown,not_collected,268.3,17,6.0,1792.0,176,19,14,10,11,15.0,6,8,121,121,13,False,False,True,False,False,0.0966,0.0341,6.68,2.83,10,False,False,False,False,,16-20,2026-06-14T18:12:57.056Z,False,robustness_only,recent_median,23,0.478,False
조민훈,naverchzzk,fd214aa985cf2d163db79f3c881c2793,https://chzzk.naver.com/live/fd214aa985cf2d163db79f3c881c2793,main_general_game,talk,talk,49.9,서브노티카: 빌로우 제로,31.7,007 퍼스트 라이트,17.7,true,multi_game,unknown,not_collected,276.1,12,4.0,1340.0,416,68,19.8,9.0,11,16.2,6.0,6,104,104,13,False,True,False,False,False,0.0288,0.0096,4.85,3.0,26,False,False,False,False,,10-15,2026-06-14T18:19:30.133Z,False,robustness_only,recent_median,23,0.478,False
김하린,naverchzzk,023ecbfd298488c462289fb2632da178,https://chzzk.naver.com/live/023ecbfd298488c462289fb2632da178,main_general_game,리그 오브 레전드,리그 오브 레전드,43.7,PUBG: 배틀그라운드,22.8,종합 게임,10.4,true,multi_game,unknown,not_collected,129.0,22,8.0,1138.0,484,29,26,15,11,14.4,6,5,141,141,13,False,True,True,False,False,0.0455,0.0165,8.82,2.75,94,False,False,True,True,,21-30,2026-06-14T18:23:59.039Z,False,robustness_only,recent_median,23,0.478,False
제가왜,naverchzzk,a63dca78439598fb9f1adf80aa3a22ec,https://chzzk.naver.com/live/a63dca78439598fb9f1adf80aa3a22ec,main_general_game,마인크래프트,마인크래프트,34.4,PUBG: 배틀그라운드,27.5,프랫폴,8,true,multi_game,unknown,not_collected,158.3,15,6.0,1058.0,353,20,16.1,11,11,15.0,6,5,99,99,13,False,False,True,False,False,0.0425,0.017,6.68,2.5,33,False,False,False,False,,10-15,2026-06-14T18:26:00.098Z,False,robustness_only,recent_median,23,0.478,False
레쏘 Lesso,naverchzzk,ed49640d959b86d7937f1fc36f3b36a9,https://chzzk.naver.com/live/ed49640d959b86d7937f1fc36f3b36a9,main_general_game,오버워치,오버워치,74,종합 게임,22.1,전략적 팀 전투 : 우주의 신들,3.9,true,multi_game,unknown,not_collected,199.5,18,4.0,970.0,439,20,14.7,9.0,11.0,18.9,4.0,5.0,105,104,12,False,False,False,False,False,0.041,0.0091,4.86,4.5,34,False,False,False,False,,16-20,2026-06-14T18:30:08.484Z,False,robustness_only,recent_median,23,0.478,False
고 두 식,naverchzzk,1d1e2b036420fca514ec0b7747c9450b,https://chzzk.naver.com/live/1d1e2b036420fca514ec0b7747c9450b,main_general_game,오버워치,오버워치,32.1,마인크래프트,24.3,talk,19.5,true,multi_game,unknown,not_collected,114.1,25,7.0,879.0,846,54,19.0,11.0,11,15.0,6.0,7,114,114,13,False,True,True,False,False,0.0296,0.0083,7.7,3.57,12,False,False,False,False,,21-30,2026-06-14T18:33:55.220Z,False,robustness_only,recent_median,23,0.478,False
도비두비두밥,naverchzzk,70a6585a98d1a6b4cbf60092c3e33899,https://chzzk.naver.com/live/70a6585a98d1a6b4cbf60092c3e33899,main_general_game,이스케이프 프롬 타르코프,이스케이프 프롬 타르코프,37.6,포르자 호라이즌 6,24.7,talk,12.8,true,multi_game,unknown,not_collected,74.6,26,11.0,840.0,641,30,23.0,16,11,18.4,7,7,131,131,13,False,True,True,False,False,0.0406,0.0172,11.26,2.36,29,False,False,False,False,,21-30,2026-06-14T18:35:33.223Z,False,robustness_only,recent_median,23,0.478,False
까복치,naverchzzk,20d19963026340fda85111db5fa7fb99,https://chzzk.naver.com/live/20d19963026340fda85111db5fa7fb99,main_general_game,세븐 데이즈 투 다이,세븐 데이즈 투 다이,39.7,마인크래프트,20.3,talk,12.7,true,multi_game,unknown,not_collected,89.4,16,8.0,746.0,636,25,21,14,11,12.4,7,6,141,141,13,False,True,True,False,False,0.0252,0.0126,8.34,2.0,60,False,False,False,True,,16-20,2026-06-14T18:41:21.827Z,False,robustness_only,recent_median,23,0.478,False
에루마린,naverchzzk,dd4eee47b162f6dfbe64d72edd93cc83,https://chzzk.naver.com/live/dd4eee47b162f6dfbe64d72edd93cc83,main_general_game,오버워치,오버워치,36,종합 게임,27.5,서브노티카 2,8.3,true,multi_game,unknown,not_collected,99.7,17,7.0,699.0,181,20,15.6,10,11,17.0,6,7,55,55,13,False,False,True,False,False,0.0939,0.0387,7.01,2.43,6,False,False,False,False,,16-20,2026-06-14T18:45:01.654Z,False,robustness_only,recent_median,23,0.478,False
Janet의 고전게임오락실,naverchzzk,7f7b97b684180a696163bc62be7bbb93,https://chzzk.naver.com/live/7f7b97b684180a696163bc62be7bbb93,main_general_game,로스트아크,로스트아크,20.9,talk,17.5,패스 오브 엑자일 2,16.9,true,multi_game,unknown,not_collected,95.2,19,7.0,697.0,141,23,19.0,14.0,11,13.8,8.0,6,120,120,13,False,True,True,False,False,0.1348,0.0496,7.32,2.71,16,False,False,False,False,,16-20,2026-06-14T18:45:21.484Z,False,robustness_only,recent_median,23,0.478,False
레아나 Reana,naverchzzk,2228ae2dad51035987c5222b6dcc2b09,https://chzzk.naver.com/live/2228ae2dad51035987c5222b6dcc2b09,main_general_game,종합 게임,종합 게임,66,록맨 제로,9.1,블라스퍼머스 2,7.2,true,gg_primary,unknown,not_collected,2550.0,21,5.0,13807.0,238,21,19.0,12,10,16.0,6,6,131,131,13,False,True,True,False,False,0.0882,0.021,5.41,4.2,48,False,False,False,False,,21-30,2026-06-14T17:55:36.167Z,False,robustness_only,recent_median,23,0.435,False
