channel_name,channelId,channel_url,cohort_type,platform,categories,is_virtual,is_general_game,peak_viewers_raw,avg_viewers_raw,stream_hours,follower,viewership,ts_weeks,peak_max,peak_p95,peak_all_median,peak_recent_median,peak_recent_p95,avg_viewers_median,avg_viewers_recent_median,band_raw_max,band_p95,band_all_median,band_recent_median,band_recent_p95,eff_peak_follower,eff_avg_follower,nobangjong,long_stream,inactive,too_new,final_include,final_cohort_group
힌마,afa190011447404d61d3c4f43c5c12a2,https://chzzk.naver.com/live/afa190011447404d61d3c4f43c5c12a2,aux_virtual,chzzk,talk,True,False,23,9,78.3,776,766,109,23,25,16,16,17,12,13,False,True,True,True,False,0.03,0.01,False,False,False,False,True,virtual_peer
꿀 뭉,cc64019fefa379cf48732a00420102b1,https://chzzk.naver.com/live/cc64019fefa379cf48732a00420102b1,aux_virtual,chzzk,그랜드체이스 클래식;종합 게임;테일즈런너,True,False,23,13,54.3,1016,711,146,23,34,23.0,16,10,14.0,10,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
이북런치,a4ab594f591cf984060e2566253636d8,https://chzzk.naver.com/live/a4ab594f591cf984060e2566253636d8,aux_virtual,chzzk,리그 오브 레전드;종합 게임;PUBG: 배틀그라운드,True,False,17,9,75.1,566,690,105,17,21,16,16,16,11,11,False,True,True,True,False,0.03,0.02,False,False,False,False,True,virtual_peer
안드레온,833c5d419e93202a284621fcefd4f817,https://chzzk.naver.com/live/833c5d419e93202a284621fcefd4f817,aux_virtual,chzzk,두근두근타운;림버스 컴퍼니;talk,True,False,17,6,99.8,196,686,116,17,18,11.0,16,18,7.0,11,False,False,True,True,False,0.09,0.03,False,False,False,False,True,virtual_peer
딸기주스한잔,78c9480053d17ccd049a5700d3a3062a,https://chzzk.naver.com/live/78c9480053d17ccd049a5700d3a3062a,aux_virtual,chzzk,몬스터 헌터 와일즈;코어 키퍼;산소미포함,True,False,21,8,944.6,1333,8051,142,21,28,16.0,15,12,9.0,9,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
민네,8a1fcaa6cc114ca1662cdad86041bfd8,https://chzzk.naver.com/live/8a1fcaa6cc114ca1662cdad86041bfd8,aux_virtual,chzzk,talk;붉은사막;명조:워더링 웨이브,True,False,34,10,283.9,1363,2935,142,34,40,21.0,15,13,11.0,10,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
체리쉬 cherrysh,0dd5988f5922e65c9bfd627973ab5878,https://chzzk.naver.com/live/0dd5988f5922e65c9bfd627973ab5878,aux_virtual,chzzk,메이플스토리 월드;talk;리그 오브 레전드,True,False,26,8,176.9,1327,1418,133,26,32,20,15,15,11,9,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
집에갈까,5c65cfbf556340d403b28935aa84a581,https://chzzk.naver.com/live/5c65cfbf556340d403b28935aa84a581,aux_virtual,chzzk,talk;커피 토크 도쿄;성세천하: 여제의 탄생 Ⅱ,True,False,16,8,120.2,649,1052,137,16,20,15,15,19,10,10,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
나유안,d319cb8491dfd75979d47ca1b19fc083,https://chzzk.naver.com/live/d319cb8491dfd75979d47ca1b19fc083,aux_virtual,chzzk,talk;R.E.P.O.;시크릿 커리큘럼,True,False,24,9,94.0,1231,871,134,24,21,15.0,15,12,10.0,9,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
청호랑,10896860a85c180bff0720cd59a7b33f,https://chzzk.naver.com/live/10896860a85c180bff0720cd59a7b33f,aux_virtual,chzzk,talk;메이플스토리 월드;던전앤파이터,True,False,33,14,50.4,1003,726,135,33,29,17,15,15,12,9,False,True,True,True,False,0.03,0.01,False,False,False,False,True,virtual_peer
오피셜 김청단,b9aa434ac6960331d9e91e84a6f22b70,https://chzzk.naver.com/live/b9aa434ac6960331d9e91e84a6f22b70,aux_virtual,chzzk,림버스 컴퍼니;talk;TRPG,True,False,21,9,244.5,602,2255,132,21,22,16.0,14,11,10.5,9,False,True,True,True,False,0.03,0.01,False,False,False,False,True,virtual_peer
듀파,1218d91de2df4a7f6416a7c986418ba5,https://chzzk.naver.com/live/1218d91de2df4a7f6416a7c986418ba5,aux_virtual,chzzk,talk;명조:워더링 웨이브;007 퍼스트 라이트,True,False,22,9,118.0,671,1097,143,22,19,14,14,12,9,10,False,True,True,True,False,0.03,0.01,False,False,False,False,True,virtual_peer
이치순,eaa4c99fc7b796b38d2c33b4c6ae4327,https://chzzk.naver.com/live/eaa4c99fc7b796b38d2c33b4c6ae4327,aux_virtual,chzzk,발로란트;talk;종합 게임,True,False,14,5,217.5,910,1093,137,14,17,11,14,14,6,9,False,False,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
시드김,bc7c2a2985adbe75fbc21d80ed984103,https://chzzk.naver.com/live/bc7c2a2985adbe75fbc21d80ed984103,aux_virtual,chzzk,V 라이징;talk;림월드,True,False,18,5,184.5,706,1047,132,18,23,16.0,14,14,10.0,9,False,True,True,True,False,0.03,0.01,False,False,False,False,True,virtual_peer
해초분쇄기,352c8680476faff9ea52e77f9692aa4e,https://chzzk.naver.com/live/352c8680476faff9ea52e77f9692aa4e,aux_virtual,chzzk,발로란트;PUBG: 배틀그라운드;talk,True,False,28,11,86.4,1095,1014,141,28,26,17,14,14,10,8,False,True,True,True,False,0.03,0.01,False,False,False,False,True,virtual_peer
망크빵,47696c96a78762ec9d14eaabd90c7813,https://chzzk.naver.com/live/47696c96a78762ec9d14eaabd90c7813,aux_virtual,chzzk,리그 오브 레전드;스크릿치 스크래치;프래그마타,True,False,18,7,126.1,791,980,141,18,27,18,14,13,10,9,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
세페일,3a042c2719502eca2e63e060cb001bcf,https://chzzk.naver.com/live/3a042c2719502eca2e63e060cb001bcf,aux_virtual,chzzk,talk;명조:워더링 웨이브;콜 오브 듀티 : 모던 워페어 리마스터드,True,False,18,9,90.5,505,884,128,18,18,12.0,14,16,9.0,10,False,False,True,True,False,0.04,0.02,False,False,False,False,True,virtual_peer
무하디,5ce0d592f7692ab7653d1b9cef0c8e60,https://chzzk.naver.com/live/5ce0d592f7692ab7653d1b9cef0c8e60,aux_virtual,chzzk,그림/아트;talk;종합 게임,True,False,23,6,134.2,151,884,88,23,18,13.5,14,14,7.0,7,False,False,True,True,False,0.15,0.04,False,False,False,False,True,virtual_peer
루루비,c1f9442355e1577a7e3375214e6274c7,https://chzzk.naver.com/live/c1f9442355e1577a7e3375214e6274c7,aux_virtual,chzzk,PUBG: 배틀그라운드;마인크래프트;오버워치,True,False,23,10,78.8,1269,839,137,23,50,19,14,13,10,9,False,True,True,True,False,0.02,0.01,True,False,False,False,True,virtual_peer
영갓이,cc44d50829c2b4152ddc9c0fede33a38,https://chzzk.naver.com/live/cc44d50829c2b4152ddc9c0fede33a38,aux_virtual,chzzk,2026 FIFA 북중미 월드컵;명조:워더링 웨이브;패스 오브 엑자일 2,True,False,30,4,151.6,1509,741,135,30,70,14,14,21,6,7,False,True,True,True,False,0.02,0.0,True,False,False,False,True,virtual_peer
그늘이야,8b8697840179cb5269bfc244b7881ea1,https://chzzk.naver.com/live/8b8697840179cb5269bfc244b7881ea1,aux_virtual,chzzk,림월드;이스케이프 프롬 타르코프;talk,True,False,19,7,716.6,643,5240,149,19,26,15,13,20,9,8,False,True,True,True,False,0.03,0.01,False,False,False,False,True,virtual_peer
치즈여우,9812f27abbda07386b7f47420b030572,https://chzzk.naver.com/live/9812f27abbda07386b7f47420b030572,aux_virtual,chzzk,블루 아카이브;talk;승리의 여신: 니케,True,False,37,7,290.8,1174,2246,102,37,38,15.0,13,12,9.0,7,False,True,True,True,False,0.03,0.01,False,False,False,False,True,virtual_peer
혼겜돌이,c9a7a8a4006fa8ed4cefbf97b398abf2,https://chzzk.naver.com/live/c9a7a8a4006fa8ed4cefbf97b398abf2,aux_virtual,chzzk,포르자 호라이즌 6;천하제일상거상;ELDEN RING 밤의 통치자,True,False,21,7,161.9,532,1196,147,21,16,12,13,15,6,7,False,False,True,True,False,0.04,0.01,False,False,False,False,True,virtual_peer
아인스 Eins,2af466ec8f1fb864ba2eff44b066abfe,https://chzzk.naver.com/live/2af466ec8f1fb864ba2eff44b066abfe,aux_virtual,chzzk,talk;발더스 게이트 3;성세천하: 여제의 탄생 Ⅱ,True,False,23,6,181.0,483,1139,123,23,28,18,13,12,9,8,False,True,True,True,False,0.05,0.01,True,False,False,False,True,virtual_peer
세이로쿠 키라,58eaedccbc58e733a233005ee04eecda,https://chzzk.naver.com/live/58eaedccbc58e733a233005ee04eecda,aux_virtual,chzzk,림버스 컴퍼니;VR챗;크라임 씬 클리너,True,False,40,9,88.2,705,836,130,40,26,16.0,13,13,11.0,9,False,True,True,True,False,0.06,0.01,False,False,False,False,True,virtual_peer
루엘Ruel,6b175d027e0defdaec455de585842604,https://chzzk.naver.com/live/6b175d027e0defdaec455de585842604,aux_virtual,chzzk,로스트아크;서브노티카 2;데드 애즈 디스코,True,False,12,4,192.4,330,811,137,12,22,11,13,13,7,7,False,True,True,True,False,0.04,0.01,False,False,False,False,True,virtual_peer
로직백수,f9f79decdfd481801d58f21e76ffd9b3,https://chzzk.naver.com/live/f9f79decdfd481801d58f21e76ffd9b3,aux_virtual,chzzk,talk;리그 오브 레전드;메이플스토리,True,False,32,8,83.5,934,740,120,32,57,20.5,13,6,10.0,8,False,True,True,True,False,0.03,0.01,True,False,False,False,True,virtual_peer
기랑,45576f93954effd76e8e5d7d032bd51e,https://chzzk.naver.com/live/45576f93954effd76e8e5d7d032bd51e,aux_virtual,chzzk,리그 오브 레전드;talk;음악/노래,True,False,30,8,81.1,649,727,133,30,43,17.0,13,11,9.0,8,False,True,True,True,False,0.05,0.01,False,False,False,False,True,virtual_peer
석진서,1abdd12d26d0bdd140274d854165133d,https://chzzk.naver.com/live/1abdd12d26d0bdd140274d854165133d,aux_virtual,chzzk,종합 게임;talk;PUBG: 배틀그라운드,True,False,20,7,772.7,695,5486,136,20,32,15.0,12,12,7.0,7,False,True,True,True,False,0.03,0.01,False,False,False,False,True,virtual_peer
연미콩,5aaebd33ed301dbcaa09ebcb515a59cb,https://chzzk.naver.com/live/5aaebd33ed301dbcaa09ebcb515a59cb,aux_virtual,chzzk,FC온라인;명조:워더링 웨이브;이환,True,False,42,7,633.0,414,5017,146,42,27,16.0,12,11,7.0,7,False,True,True,True,False,0.1,0.02,False,False,False,False,True,virtual_peer
춤보,4d92ba6a52eaf1c90f83e89ebc873228,https://chzzk.naver.com/live/4d92ba6a52eaf1c90f83e89ebc873228,aux_virtual,chzzk,카오스 제로 나이트메어;랑그릿사;명조:워더링 웨이브,True,False,26,5,478.7,734,2699,141,26,76,40,12,11,9,8,False,False,True,True,False,0.04,0.01,False,False,False,False,True,virtual_peer
RingoBiA,f60d90f276f23f4da2ae58d86efd7ec3,https://chzzk.naver.com/live/f60d90f276f23f4da2ae58d86efd7ec3,aux_virtual,chzzk,패스 오브 엑자일 2;더 롱 다크;이스케이프 프롬 타르코프,True,False,19,8,183.3,787,1519,123,19,16,11,12,13,7,7,False,False,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
바베,d61bbf21d161b6436f8993038cc1a989,https://chzzk.naver.com/live/d61bbf21d161b6436f8993038cc1a989,aux_virtual,chzzk,로스트 저지먼트: 심판받지 않은 기억;진・삼국무쌍: ORIGINS;007 퍼스트 라이트,True,False,49,7,149.0,384,1190,138,49,28,17.0,12,13,9.0,7,False,True,True,True,False,0.13,0.02,False,False,False,False,True,virtual_peer
새옴,ad81381b1e957d4caba0a94246196321,https://chzzk.naver.com/live/ad81381b1e957d4caba0a94246196321,aux_virtual,chzzk,talk;로스트아크;PUBG: 배틀그라운드,True,False,25,8,125.0,1177,1035,106,25,28,12.0,12,17,7.0,6,False,True,True,True,False,0.02,0.01,False,False,False,False,True,virtual_peer
이하람,6a15de04cb25a8d6d59f43c596fb7037,https://chzzk.naver.com/live/6a15de04cb25a8d6d59f43c596fb7037,aux_virtual,chzzk,패스 오브 엑자일 2;talk;서브노티카 2,True,False,13,4,150.5,835,737,141,13,24,12,12,14,7,6,False,True,True,True,False,0.02,0.0,False,False,False,False,True,virtual_peer
장트러블,d676df6bcb09c553c26a2e2b92542fd6,https://chzzk.naver.com/live/d676df6bcb09c553c26a2e2b92542fd6,aux_virtual,chzzk,이환;아주르 프로밀리아;명조:워더링 웨이브,True,False,48,25,56.2,6700,1434,136,48,279,88.0,126,136,52.0,78,False,False,False,False,False,0.01,0.0,False,False,False,False,False,excluded
수 바니,8da2cbae1c627fab3477abfdc9e119bc,https://chzzk.naver.com/live/8da2cbae1c627fab3477abfdc9e119bc,aux_virtual,chzzk,아이온2;명조:워더링 웨이브;이환,True,False,48,29,40.2,4279,1198,145,48,225,120,116,123,53,65,False,False,False,False,False,0.01,0.01,True,True,False,False,False,excluded
뒷 북,19f9ece522b9155b4e577d7b9b46103a,https://chzzk.naver.com/live/19f9ece522b9155b4e577d7b9b46103a,aux_virtual,chzzk,이터널 리턴;talk;성세천하: 여제의 탄생 Ⅱ,True,False,45,13,131.4,2388,1748,139,45,181,46,64,56,25,42,False,False,False,False,True,0.02,0.01,False,False,False,False,False,excluded
백아이,e62b2771a14fb902fba8b3b324d59e45,https://chzzk.naver.com/live/e62b2771a14fb902fba8b3b324d59e45,aux_virtual,chzzk,음악/노래;talk,True,False,45,17,67.9,3066,1158,36,45,193,74.0,63,138,26.0,25,False,False,False,False,False,0.01,0.01,False,False,False,False,False,excluded
맹 묘,313b45f8f5893f4b1b7b4000fa2da90b,https://chzzk.naver.com/live/313b45f8f5893f4b1b7b4000fa2da90b,aux_virtual,chzzk,음악/노래;돈 스타브 투게더;이터널 리턴,True,False,35,20,43.3,2133,883,142,35,130,77.0,61,74,32.0,44,False,False,False,False,True,0.02,0.01,False,False,False,False,False,excluded
다루쥐,a0b5a7e5e5b2536f1a2e210b900d7b2a,https://chzzk.naver.com/live/a0b5a7e5e5b2536f1a2e210b900d7b2a,aux_virtual,chzzk,PUBG: 배틀그라운드;talk;서브노티카 2,True,False,47,27,32.4,3386,885,141,47,86,49,56,55,29,37,False,False,False,False,True,0.01,0.01,False,False,False,False,False,excluded
동네개순대,474b909039b3944632e35acdfb217d3a,https://chzzk.naver.com/live/474b909039b3944632e35acdfb217d3a,aux_virtual,chzzk,이터널 리턴;P의 거짓;talk,True,False,45,26,26.1,1181,702,115,45,82,49,52,48,32,34,False,False,False,False,True,0.04,0.02,False,False,False,False,False,excluded
안녕 Annyeong,79d0b29819d33db4b3309584b789c4d6,https://chzzk.naver.com/live/79d0b29819d33db4b3309584b789c4d6,aux_virtual,chzzk,몬스터 헌터 와일즈;검은 신화: 오공;talk,True,False,29,13,83.1,1157,1144,139,29,113,71,51,36,30,32,False,False,False,False,True,0.03,0.01,False,False,False,False,False,excluded
너나비,8f1942d6145656362a585633bc646e53,https://chzzk.naver.com/live/8f1942d6145656362a585633bc646e53,aux_virtual,chzzk,talk;슬레이 더 스파이어 2;서브노티카,True,False,47,25,30.4,2687,786,148,47,81,40.0,51,55,30.0,37,False,False,True,False,True,0.02,0.01,False,False,False,False,False,excluded
엄지큰애,bef4ad50f587b53403bf5235d9aa7fcc,https://chzzk.naver.com/live/bef4ad50f587b53403bf5235d9aa7fcc,aux_virtual,chzzk,talk;음악/노래;던전 클롤러,True,False,49,28,67.7,1888,1923,131,49,63,48,50,67,39,40,False,True,False,False,True,0.03,0.01,False,False,False,False,False,excluded
꾹낑,0064f3b8baad3fe5766c1bb0b30a5088,https://chzzk.naver.com/live/0064f3b8baad3fe5766c1bb0b30a5088,aux_virtual,chzzk,사이퍼즈;talk;메이플스토리 월드,True,False,26,13,74.7,2059,998,97,26,83,31,49,38,19,21,False,False,True,False,True,0.01,0.01,False,False,False,False,False,excluded
오세오,05fe6d7cecce71ac727f6b7124b05e29,https://chzzk.naver.com/live/05fe6d7cecce71ac727f6b7124b05e29,aux_virtual,chzzk,talk;마인크래프트;마법소녀의 마녀재판,True,False,49,25,29.2,3438,746,135,49,71,48,48,49,39,43,False,True,False,False,True,0.01,0.01,False,False,False,False,False,excluded
윤리즈,65d845f717e3c3abb93de6158c613f0d,https://chzzk.naver.com/live/65d845f717e3c3abb93de6158c613f0d,aux_virtual,chzzk,패스 오브 엑자일 2;디아블로 4: 증오의 군주;talk,True,False,39,14,786.1,1240,11498,139,39,48,25,47,59,18,32,False,True,True,False,True,0.03,0.01,False,False,False,False,False,excluded
이나냐 INANYA,39fa62e81c7d74d9d18610fa6e3d5bdb,https://chzzk.naver.com/live/39fa62e81c7d74d9d18610fa6e3d5bdb,aux_virtual,chzzk,체스 닷컴;talk;사이버펑크 2077,True,False,20,8,300.8,645,2426,138,20,25,11.0,11,11,6.0,6,False,True,True,False,False,0.03,0.01,False,False,False,False,False,excluded
박나나TV,13b74dfd3093e1db4d5af574e2ded812,https://chzzk.naver.com/live/13b74dfd3093e1db4d5af574e2ded812,aux_virtual,chzzk,메이플스토리 월드;림버스 컴퍼니;오버워치,True,False,23,6,335.8,593,2333,116,23,53,20.5,11,15,10.0,7,False,True,True,False,False,0.04,0.01,False,False,False,False,False,excluded
히힛뚜,5671df52391b77b6bfd6e904e0693ec7,https://chzzk.naver.com/live/5671df52391b77b6bfd6e904e0693ec7,aux_virtual,chzzk,talk;명조:워더링 웨이브;007 퍼스트 라이트,True,False,16,7,122.7,413,895,89,16,33,14,11,11,6,6,False,True,True,False,False,0.04,0.02,True,False,False,False,False,excluded
까복치,20d19963026340fda85111db5fa7fb99,https://chzzk.naver.com/live/20d19963026340fda85111db5fa7fb99,aux_virtual,chzzk,세븐 데이즈 투 다이;마인크래프트;talk,True,False,16,8,89.4,636,746,141,16,21,14,11,9,7,6,False,True,True,False,False,0.03,0.01,False,False,False,False,False,excluded
그믐Gmeum,c01198bfc9daccba47ed8aa489f8028e,https://chzzk.naver.com/live/c01198bfc9daccba47ed8aa489f8028e,aux_virtual,chzzk,이터널 리턴;제5인격;초자연 작전팀,True,False,42,14,136.8,1071,1983,132,42,35,15.0,9,9,8.0,5,False,True,True,False,False,0.04,0.01,False,False,False,False,False,excluded
맬랑떡,2c0d12b9bf630b9ef1e018247a6cea98,https://chzzk.naver.com/live/2c0d12b9bf630b9ef1e018247a6cea98,aux_virtual,chzzk,talk;성세천하: 여제의 탄생 Ⅱ;종합 게임,True,False,16,5,165.5,733,923,110,16,17,13.0,9,15,6.0,6,False,False,True,False,False,0.02,0.01,False,False,False,False,False,excluded
쫄 리,311c2a9ef8537f267eea9963c81d7532,https://chzzk.naver.com/live/311c2a9ef8537f267eea9963c81d7532,aux_virtual,chzzk,랑그릿사;카오스 제로 나이트메어;파이어 엠블렘 풍화설월,True,False,20,4,147.2,256,699,143,20,64,15,9,9,5.0,4,False,True,True,False,False,0.08,0.02,False,False,False,False,False,excluded
도둑꾼,50ba1b9bd1f23f988a258bfa4e306228,https://chzzk.naver.com/live/50ba1b9bd1f23f988a258bfa4e306228,aux_virtual,chzzk,테트리스;림버스 컴퍼니;종합 게임,True,False,15,5,307.7,178,1585,121,15,15,10,8,16,6,5,False,False,True,False,False,0.08,0.03,False,False,False,False,False,excluded
요나,c61969606c0a253f4bd4580d0082b788,https://chzzk.naver.com/live/c61969606c0a253f4bd4580d0082b788,aux_virtual,chzzk,종합 게임;talk;미제사건은 끝내야 하니까,True,False,29,9,140.5,402,1275,115,29,23,11,8,8,5,5,False,True,True,False,False,0.07,0.02,False,False,False,False,False,excluded
